Track Name,Race Number,Date,Track Miles,Surface,Age,Weather,Track Condition,Race,Horse Name,Jockey,Weight,M/E,PP,Finish,Money Won,Trainer,Owner,Lengths Behind Winner,Length Rating
FAIR GROUNDS , Race 9," January 13, 2018 ",One Mile and Seventy Yards,Dirt,THREE YEAR ,Clear,Fast,Lecomte S. Grade 3 - Thoroughbred,Night Strike ,"Borel, Calvin",122,L,7,8,"$2,000 "," Calhoun, W.",Erich G. Brehm,12.5,100
FAIR GROUNDS , Race 9," January 13, 2018 ",One Mile and Seventy Yards,Dirt,THREE YEAR ,Clear,Fast,Lecomte S. Grade 3 - Thoroughbred,Lone Sailor ,"Mena, Miguel",117,L b,1,9,"$2,000 "," Amoss, Thomas", G M B Racing,12.75,114.75
FAIR GROUNDS , Race 9," January 13, 2018 ",One Mile and Seventy Yards,Dirt,THREE YEAR ,Clear,Fast,Lecomte S. Grade 3 - Thoroughbred,Zeke ,"Bravo, Joe",118,L b,9,10,$0 ," Stidham, Michael", Bossci Stable,21.25,212.5
FAIR GROUNDS , Race 9," January 13, 2018 ",One Mile and Seventy Yards,Dirt,THREE YEAR ,Clear,Fast,Lecomte S. Grade 3 - Thoroughbred,Analyze This Jet ,"Risenhoover, Sasha",122,L b,4,11,$0 ," Eoff, Terry"," Evans, Johnny B. and Eoff, Terry",24.25,266.75
FAIR GROUNDS , Race 9," January 13, 2018 ",One Mile and Seventy Yards,Dirt,THREE YEAR ,Clear,Fast,Lecomte S. Grade 3 - Thoroughbred,Believe in Royalty ,"Albarado, Robby",118,L b,6,12,$0 ," Jones, J."," Mack, William L., Baker, Robert C. and Jones, Brereton C.",28.75,345
FAIR GROUNDS , Race 9," January 13, 2018 ",One Mile and Seventy Yards,Dirt,THREE YEAR ,Clear,Fast,Lecomte S. Grade 3 - Thoroughbred,Trigger Warning ,"Doyle, Sophie",116,- -,15,13,$0 ," Lejzerowicz, Joe", Brinley Enterprises LLC,76,988
KEENELAND , Race 9," April 14, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Showery, Fast,Stonestreet Lexington S. Grade 3 - Thoroughbred,My Boy Jack ,"Desormeaux, Kent",120,L,12,1,"$120,000 "," Desormeaux, J."," Don't Tell My Wife Stables and Monomoy Stables, LLC",0,0
KEENELAND , Race 9," April 14, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Showery, Fast,Stonestreet Lexington S. Grade 3 - Thoroughbred,Telekinesis ,"Castellano, Javier",118,L,2,2,"$40,000 "," Casse, Mark", Stonestreet Stables LLC,0,0
KEENELAND , Race 9," April 14, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Showery, Fast,Stonestreet Lexington S. Grade 3 - Thoroughbred,Pony Up ,"Velazquez, John",118,L,7,3,"$20,000 "," Pletcher, Todd", Calumet Farm,2.5,7.5
KEENELAND , Race 9," April 14, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Showery, Fast,Stonestreet Lexington S. Grade 3 - Thoroughbred,Greyvitos ,"Rosario, Joel",120,L b,6,4,"$10,000 "," Kitchingman, Adam", Triple B Farms (Boghossian),3,12
KEENELAND , Race 9," April 14, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Showery, Fast,Stonestreet Lexington S. Grade 3 - Thoroughbred,Seven Trumpets ,"Albarado, Robby",118,L,3,5,"$6,000 "," Romans, Dale", West Point Thoroughbreds,8.5,42.5
KEENELAND , Race 9," April 14, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Showery, Fast,Stonestreet Lexington S. Grade 3 - Thoroughbred,Zanesville ,"Graham, James",118,L f,10,6,$800 ," Amoss, Thomas", Rosemont Farm LLC,9.25,55.5
KEENELAND , Race 9," April 14, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Showery, Fast,Stonestreet Lexington S. Grade 3 - Thoroughbred,Honor Up ,"Ortiz, Jose",118,L,4,7,$800 ," Mott, William"," Saratoga Seven Racing Partners, LLC",21.25,148.75
KEENELAND , Race 9," April 14, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Showery, Fast,Stonestreet Lexington S. Grade 3 - Thoroughbred,Navy Armed Guard ,"Delgado, David",118,L b,9,8,$800 ," Scott, Joan"," Waldron, H., McDaniel, R., Johnson, R., Schar, D., Coniglio, F. and Rendina, R.",24,192
KEENELAND , Race 9," April 14, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Showery, Fast,Stonestreet Lexington S. Grade 3 - Thoroughbred,Gracida ,"Leparoux, Julien",118,L b,8,9,$800 ," O'Neill, Doug", Zedan Racing Stables Inc,24.25,218.25
KEENELAND , Race 9," April 14, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Showery, Fast,Stonestreet Lexington S. Grade 3 - Thoroughbred,Arched Feather ,"Lebron, Victor",118,L f,11,10,$800 ," Frederick, Edward",Stephen R. Baker,24.5,245
SANTA ANITA PARK , Race 5," February 3, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Clear, Fast,Robert B. Lewis S. Grade 3 - Thoroughbred,Lombo ,"Prat, Flavien",120,L b,4,1,"$90,000 "," Pender, Michael",Michael V. Lombardi,0,0
SANTA ANITA PARK , Race 5," February 3, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Clear, Fast,Robert B. Lewis S. Grade 3 - Thoroughbred,Ayacara ,GB,120,L b,1,2,"$30,000 "," Desormeaux, J."," Marquis, Charles K. and Marquis, Cynthia F.",2,4
SANTA ANITA PARK , Race 5," February 3, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Clear, Fast,Robert B. Lewis S. Grade 3 - Thoroughbred,Dark Vader ,"Elliott, Stewart",120,Lb,3,3,"$18,000 "," Eurton, Peter"," Alesia, S., Burns Racing LLC, Ciaglia Racing LLC and Christensen, R.",4.25,12.75
SANTA ANITA PARK , Race 5," February 3, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Clear, Fast,Robert B. Lewis S. Grade 3 - Thoroughbred,Regulate ,"Talamo, Joseph",120,Lb,8,4,"$9,000 "," Baffert, Bob"," Juddmonte Farms, Inc.",7.75,31
SANTA ANITA PARK , Race 5," February 3, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Clear, Fast,Robert B. Lewis S. Grade 3 - Thoroughbred,Peace ,"Smith, Mike",120,Lb,7,5,"$3,000 "," Mandella, Richard"," Spendthrift Farm LLC and Town and Country Racing, LLC",8.25,41.25
SANTA ANITA PARK , Race 5," February 3, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Clear, Fast,Robert B. Lewis S. Grade 3 - Thoroughbred,Pepe Tono ,"Roman, Evin",120,L,2,6,$345 ," Garcia, Victor",Juan J. Garcia,8.75,52.5
SANTA ANITA PARK , Race 5," February 3, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Clear, Fast,Robert B. Lewis S. Grade 3 - Thoroughbred,Shivermetimbers ,"Bejarano, Rafael",120,L,5,7,$345 ," Hollendorfer, Jerry", Mark DeDomenico LLC and West Point Thoroughbreds,12,84
SANTA ANITA PARK , Race 5," February 3, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Clear, Fast,Robert B. Lewis S. Grade 3 - Thoroughbred,Blame the Rider ,"Gutierrez, Mario",120,L b,9,8,$345 ," O'Neill, Doug", Reddam Racing LLC,13.5,108
SANTA ANITA PARK , Race 5," February 3, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Clear, Fast,Robert B. Lewis S. Grade 3 - Thoroughbred,Inscom ,"Baze, Tyler",120,L,6,9,$345 ," Callaghan, Simon"," Kaleem Shah, Inc.",15.25,137.25
OAKLAWN PARK , Race 10," March 17, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR ,Clear,Fast,Rebel S. Grade 2 - Thoroughbred,Magnum Moon ,"Saez, Luis",115,L,4,1,"$540,000 "," Pletcher, Todd"," Low, Lawana L. and Robert E.",0,0
OAKLAWN PARK , Race 10," March 17, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR ,Clear,Fast,Rebel S. Grade 2 - Thoroughbred,Solomini ,"Prat, Flavien",115,L b,3,2,"$180,000 "," Baffert, Bob"," Zayat Stables, LLC, Magnier, Mrs. John, Tabor, Michael B. and Smith, Derrick",3.5,7
OAKLAWN PARK , Race 10," March 17, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR ,Clear,Fast,Rebel S. Grade 2 - Thoroughbred,Combatant ,"Santana, Jr., Ricardo",115,L,10,3,"$90,000 "," Asmussen, Steven", Winchell Thoroughbreds LLC and Willis Horton Racing LLC,3.5,10.5
OAKLAWN PARK , Race 10," March 17, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR ,Clear,Fast,Rebel S. Grade 2 - Thoroughbred,Title Ready ,"Ortiz, Jose",117,L b,1,4,"$45,000 "," Asmussen, Steven",Charles E. Fipke,5,20
OAKLAWN PARK , Race 10," March 17, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR ,Clear,Fast,Rebel S. Grade 2 - Thoroughbred,Sporting Chance ,"Velazquez, John",117,L,7,5,"$27,000 "," Lukas, D."," Baker, Robert C. and Mack, William L.",5.75,28.75
OAKLAWN PARK , Race 10," March 17, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR ,Clear,Fast,Rebel S. Grade 2 - Thoroughbred,Zing Zang ,"Lanerie, Corey",118,L,9,6,"$3,600 "," Asmussen, Steven", Jackpot Farm,10.5,63
OAKLAWN PARK , Race 10," March 17, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR ,Clear,Fast,Rebel S. Grade 2 - Thoroughbred,High North ,"Stevens, Gary",117,L,8,7,"$3,600 "," Cox, Brad"," Shortleaf Stable, Inc.",11.5,80.5
OAKLAWN PARK , Race 10," March 17, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR ,Clear,Fast,Rebel S. Grade 2 - Thoroughbred,Higher Power ,"Eramia, Richard",117,L,5,8,"$3,600 "," Von Hemel, Donnie", Pin Oak Stable,12.25,98
OAKLAWN PARK , Race 10," March 17, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR ,Clear,Fast,Rebel S. Grade 2 - Thoroughbred,Pryor ,"Cabrera, David",116,L b,6,9,"$3,600 "," Moquett, Ron"," Lieblong, Alex and JoAnn",12.75,114.75
OAKLAWN PARK , Race 10," March 17, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR ,Clear,Fast,Rebel S. Grade 2 - Thoroughbred,Curlin's Honor ,"Geroux, Florent",115,L,2,10,"$3,600 "," Casse, Mark"," Oxley, John C. and Breeze Easy, LLC",25,250
FAIR GROUNDS , Race 9," February 17, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,Bravazo ,"Mena, Miguel",117,L,7,1,"$240,000 "," Lukas, D.", Calumet Farm,0,0
FAIR GROUNDS , Race 9," February 17, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,Snapper Sinclair ,"Beschizza, Adam",120,L,4,2,"$80,000 "," Asmussen, Steven", Bloom Racing Stable LLC (Jeffrey Bloom),0,0
FAIR GROUNDS , Race 9," February 17, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,Noble Indy ,"Velazquez, John",116,L,2,3,"$40,000 "," Pletcher, Todd", WinStar Farm LLC and Repole Stable,2,6
FAIR GROUNDS , Race 9," February 17, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,Instilled Regard ,"Castellano, Javier",120,L,5,4,"$16,000 "," Hollendorfer, Jerry", OXO Equine LLC,2.25,9
FAIR GROUNDS , Race 9," February 17, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,High North ,"Lanerie, Corey",116,L,1,5,"$8,000 "," Cox, Brad"," Shortleaf Stable, Inc.",5.75,28.75
FAIR GROUNDS , Race 9," February 17, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,Ebben ,"Saez, Gabriel",116,L,9,6,"$4,000 "," Margolis, Steve",Craig Aguiar,9.25,55.5
FAIR GROUNDS , Race 9," February 17, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,Principe Guilherme ,"Geroux, Florent",116,L,8,7,"$4,000 "," Asmussen, Steven", Three Chimneys Farm,9.25,64.75
FAIR GROUNDS , Race 9," February 17, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,Givemeaminit ,"Bridgmohan, Shaun",116,L b,3,8,"$4,000 "," Stewart, Dallas", Valene Farms LLC,10,80
FAIR GROUNDS , Race 9," February 17, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,Supreme Aura ,"Bravo, Joe",116,L,6,9,"$4,000 "," Stidham, Michael", Stallionaire Enterprises LLC,16.75,150.75
SANTA ANITA PARK , Race 9," April 7, 2018 ",One And One Eighth ,Dirt,THREE YEAR , Clear, Fast,Santa Anita Derby Grade 1 - Thoroughbred,Justify ,"Smith, Mike",124,L,6,1,"$600,000 "," Baffert, Bob"," China Horse Club, Head of Plains Partners LLC, Starlight Racing, WinStar Farm",0,0
SANTA ANITA PARK , Race 9," April 7, 2018 ",One And One Eighth ,Dirt,THREE YEAR , Clear, Fast,Santa Anita Derby Grade 1 - Thoroughbred,Bolt d'Oro ,"Castellano, Javier",124,L b,3,2,"$200,000 "," Ruis, Mick", Ruis Racing LLC,3,6
SANTA ANITA PARK , Race 9," April 7, 2018 ",One And One Eighth ,Dirt,THREE YEAR , Clear, Fast,Santa Anita Derby Grade 1 - Thoroughbred,Core Beliefs ,"Baze, Tyler",124,L,7,3,"$120,000 "," Eurton, Peter",Gary Broad,9.5,28.5
SANTA ANITA PARK , Race 9," April 7, 2018 ",One And One Eighth ,Dirt,THREE YEAR , Clear, Fast,Santa Anita Derby Grade 1 - Thoroughbred,Instilled Regard ,"Rosario, Joel",124,L,1,4,"$50,000 "," Hollendorfer, Jerry", OXO Equine LLC,10.75,43
SANTA ANITA PARK , Race 9," April 7, 2018 ",One And One Eighth ,Dirt,THREE YEAR , Clear, Fast,Santa Anita Derby Grade 1 - Thoroughbred,Pepe Tono ,"Espinoza, Victor",124,L b,5,5,"$20,000 "," Garcia, Victor",Juan J. Garcia,16.25,81.25
SANTA ANITA PARK , Race 9," April 7, 2018 ",One And One Eighth ,Dirt,THREE YEAR , Clear, Fast,Santa Anita Derby Grade 1 - Thoroughbred,Orbit Rain ,"Blanc, Brice",124,L,2,6,"$10,000 "," Ruis, Mick", Ruis Racing LLC,28.25,169.5
SANTA ANITA PARK , Race 9," April 7, 2018 ",One And One Eighth ,Dirt,THREE YEAR , Clear, Fast,Santa Anita Derby Grade 1 - Thoroughbred,Jimmy Chila ,"Gutierrez, Mario",124,L,4,7,345," O'Neill, Doug", Reddam Racing LLC,29.5,206.5
TAMPA BAY DOWNS , Race 10," February 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR ,Clear,Fast,Sam F. Davis S. Grade 3 - Thoroughbred,Flameaway ,"Lezcano, Jose",120,L,2,1,"$120,000 "," Casse, Mark",John C. Oxley,0,0
TAMPA BAY DOWNS , Race 10," February 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR ,Clear,Fast,Sam F. Davis S. Grade 3 - Thoroughbred,Catholic Boy ,"Franco, Manuel",122,L b,6,2,"$40,000 "," Thomas, Jonathan"," LaPenta, Robert V. and Madaket Stables LLC",0.5,1
TAMPA BAY DOWNS , Race 10," February 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR ,Clear,Fast,Sam F. Davis S. Grade 3 - Thoroughbred,Vino Rosso ,"Velazquez, John",116,L,3,3,"$20,000 "," Pletcher, Todd", Repole Stable and St. Elias Stable,1.25,3.75
TAMPA BAY DOWNS , Race 10," February 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR ,Clear,Fast,Sam F. Davis S. Grade 3 - Thoroughbred,Hollywood Star ,"Rosario, Joel",116,L,5,4,"$10,000 "," Romans, Dale", Albaugh Family Stables LLC,9.75,39
TAMPA BAY DOWNS , Race 10," February 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR ,Clear,Fast,Sam F. Davis S. Grade 3 - Thoroughbred,Navy Armed Guard ,"Castanon, Jesus",117,L b,1,5,"$6,000 "," Scott, Joan"," Waldron, Harriette, McDaniel, Roger and Johnson, Robert K.",14,70
TAMPA BAY DOWNS , Race 10," February 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR ,Clear,Fast,Sam F. Davis S. Grade 3 - Thoroughbred,Septimius Severus ,"Ortiz, Jose",118,L,4,6,4000," Weaver, George"," R. A. Hill Stable, Reeves Thoroughbred Racing and West Point Thoroughbreds",16.25,97.5
SANTA ANITA PARK , Race 6," March 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Showery, Fast,San Felipe S. Grade 2 - Thoroughbred,DQ-McKinzie ,"Smith, Mike",124,L,4,1,"$240,000 "," Baffert, Bob"," Watson, Karl, Pegram, Michael E. and Weitman, Paul",0,0
SANTA ANITA PARK , Race 6," March 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Showery, Fast,San Felipe S. Grade 2 - Thoroughbred,Bolt d'Oro ,"Castellano, Javier",124,Lb,1,2,"$80,000 "," Ruis, Mick", Ruis Racing LLC,0,0
SANTA ANITA PARK , Race 6," March 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Showery, Fast,San Felipe S. Grade 2 - Thoroughbred,Kanthaka ,"Prat, Flavien",120,L,7,3,"$48,000 "," Hollendorfer, Jerry", West Point Thoroughbreds,6.5,19.5
SANTA ANITA PARK , Race 6," March 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Showery, Fast,San Felipe S. Grade 2 - Thoroughbred,Peace ,"Van Dyke, Drayden",120,L,6,4,"$24,000 "," Mandella, Richard"," Spendthrift Farm LLC and Town and Country Racing, LLC",7,28
SANTA ANITA PARK , Race 6," March 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Showery, Fast,San Felipe S. Grade 2 - Thoroughbred,Ayacara ,GB,120,Lb,3,5,"$8,000 "," Desormeaux, J."," Marquis, Charles K. and Marquis, Cynthia F.",16,80
SANTA ANITA PARK , Race 6," March 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Showery, Fast,San Felipe S. Grade 2 - Thoroughbred,Aquila ,"Pedroza, Martin",120,L b,5,6,$345 ," Callaghan, Simon"," Kaleem Shah, Inc.",16.5,99
SANTA ANITA PARK , Race 6," March 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Showery, Fast,San Felipe S. Grade 2 - Thoroughbred,Lombo ,"Bejarano, Rafael",122,L b,2,7,$345 ," Pender, Michael",Michael V. Lombardi,21.5,150.5
SANTA ANITA PARK , Race 5," January 6, 2018 ",One,Dirt,THREE YEAR , Cloudy, Fast,Sham S. Grade 3 - Thoroughbred,McKinzie ,"Smith, Mike",124,L,6,1,"$60,000 "," Baffert, Bob"," Watson, Karl, Pegram, Michael E. and Weitman, Paul",0,0
SANTA ANITA PARK , Race 5," January 6, 2018 ",One,Dirt,THREE YEAR , Cloudy, Fast,Sham S. Grade 3 - Thoroughbred,All Out Blitz ,"Baze, Tyler",120,L b,3,2,"$20,000 "," Callaghan, Simon"," Kaleem Shah, Inc.",3.5,7
SANTA ANITA PARK , Race 5," January 6, 2018 ",One,Dirt,THREE YEAR , Cloudy, Fast,Sham S. Grade 3 - Thoroughbred,My Boy Jack ,"Desormeaux, Kent",120,L,1,3,"$12,000 "," Desormeaux, J."," Don't Tell My Wife Stables and Monomoy Stables, LLC",7.5,22.5
SANTA ANITA PARK , Race 5," January 6, 2018 ",One,Dirt,THREE YEAR , Cloudy, Fast,Sham S. Grade 3 - Thoroughbred,Shivermetimbers ,"Prat, Flavien",120,L,5,4,"$6,000 "," Hollendorfer, Jerry", Mark DeDomenico LLC and West Point Thoroughbreds,7.75,31
SANTA ANITA PARK , Race 5," January 6, 2018 ",One,Dirt,THREE YEAR , Cloudy, Fast,Sham S. Grade 3 - Thoroughbred,City Plan ,"Conner, Tyler",122,L b,7,5,"$2,000 "," Harty, Eoin", Godolphin Stable,14.75,73.75
SANTA ANITA PARK , Race 5," January 6, 2018 ",One,Dirt,THREE YEAR , Cloudy, Fast,Sham S. Grade 3 - Thoroughbred,Here Is Happy ,"Talamo, Joseph",120,L b,2,6,345," Lewis, Craig"," Caso, Joe, Kelly, Jim and Six-S Racing Stable",26.75,160.5
OAKLAWN PARK , Race 8," January 15, 2018 ",One,Dirt,THREE YEAR ,Cloudy,Fast,Smarty Jones S. Listed - Thoroughbred,Mourinho ,"Van Dyke, Drayden",115,L b,4,1,"$90,000 "," Baffert, Bob", Phoenix Thoroughbred III,0,0
OAKLAWN PARK , Race 8," January 15, 2018 ",One,Dirt,THREE YEAR ,Cloudy,Fast,Smarty Jones S. Listed - Thoroughbred,Combatant ,"Santana, Jr., Ricardo",115,L,1,2,"$30,000 "," Asmussen, Steven", Winchell Thoroughbreds LLC and Willis Horton Racing LLC,3.25,6.5
OAKLAWN PARK , Race 8," January 15, 2018 ",One,Dirt,THREE YEAR ,Cloudy,Fast,Smarty Jones S. Listed - Thoroughbred,Tap Daddy ,"Contreras, Luis",117,L,3,3,"$15,000 "," Asmussen, Steven", Winchell Thoroughbreds LLC,11.25,33.75
OAKLAWN PARK , Race 8," January 15, 2018 ",One,Dirt,THREE YEAR ,Cloudy,Fast,Smarty Jones S. Listed - Thoroughbred,Bode's Maker ,"Wethey, Jr., Floyd",117,L f,7,4,"$7,500 "," Milligan, Allen", Keene Thoroughbreds LLC,15.75,63
OAKLAWN PARK , Race 8," January 15, 2018 ",One,Dirt,THREE YEAR ,Cloudy,Fast,Smarty Jones S. Listed - Thoroughbred,Arched Feather ,"Court, Jon",115,L,5,5,4500," Frederick, Edward",Stephen R. Baker,16.5,82.5
OAKLAWN PARK , Race 9," February 19, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Muddy (Sealed),Southwest S. Grade 3 - Thoroughbred,My Boy Jack ,"Desormeaux, Kent",119,L,1,1,"$300,000 "," Desormeaux, J."," Don't Tell My Wife Stables and Monomoy Stables, LLC",0,0
OAKLAWN PARK , Race 9," February 19, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Muddy (Sealed),Southwest S. Grade 3 - Thoroughbred,Combatant ,"Santana, Jr., Ricardo",115,L,10,2,"$100,000 "," Asmussen, Steven", Winchell Thoroughbreds LLC and Willis Horton Racing LLC,4.5,9
OAKLAWN PARK , Race 9," February 19, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Muddy (Sealed),Southwest S. Grade 3 - Thoroughbred,Sporting Chance ,"Saez, Luis",117,L,2,3,"$50,000 "," Lukas, D."," Baker, Robert C. and Mack, William L.",7,21
OAKLAWN PARK , Race 9," February 19, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Muddy (Sealed),Southwest S. Grade 3 - Thoroughbred,Mourinho ,"Van Dyke, Drayden",122,L b,4,4,"$25,000 "," Baffert, Bob", Phoenix Thoroughbred III,7.25,29
OAKLAWN PARK , Race 9," February 19, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Muddy (Sealed),Southwest S. Grade 3 - Thoroughbred,Zing Zang ,"Lanerie, Corey",118,L,8,5,"$15,000 "," Asmussen, Steven", Jackpot Ranch,8.25,41.25
OAKLAWN PARK , Race 9," February 19, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Muddy (Sealed),Southwest S. Grade 3 - Thoroughbred,Kentucky Club ,"Vazquez, Ramon",115,L b,9,6,"$2,000 "," Lukas, D.", Calumet Farm,18.5,111
OAKLAWN PARK , Race 9," February 19, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Muddy (Sealed),Southwest S. Grade 3 - Thoroughbred,Seven Trumpets ,"Albarado, Robby",117,L,6,7,"$2,000 "," Romans, Dale", West Point Thoroughbreds,19.25,134.75
OAKLAWN PARK , Race 9," February 19, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Muddy (Sealed),Southwest S. Grade 3 - Thoroughbred,Retirement Fund ,"Bridgmohan, Shaun",115,L,7,8,"$2,000 "," Asmussen, Steven", L and N Racing LLC,19.25,154
OAKLAWN PARK , Race 9," February 19, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Muddy (Sealed),Southwest S. Grade 3 - Thoroughbred,Road to Damascus ,"Velazquez, John",115,L,5,9,"$2,000 "," Pletcher, Todd"," WinStar Farm LLC, China Horse Club International Ltd. and SF Racing LLC",21,189
OAKLAWN PARK , Race 9," February 19, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Muddy (Sealed),Southwest S. Grade 3 - Thoroughbred,Ezmosh ,"Stevens, Gary",117,L b,11,10,"$2,000 "," Cox, Brad"," Zayat Stables, LLC",22,220
TURFWAY PARK , Race 10," March 17, 2018 ",One And One Eighth ,All Weather Track,THREE YEAR ,Showery,Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Blended Citizen ,"Frey, Kyle",123,L b,8,1,"$113,000 "," O'Neill, Doug"," Hall, Greg and Sayjay Racing, LLC",0,0
TURFWAY PARK , Race 10," March 17, 2018 ",One And One Eighth ,All Weather Track,THREE YEAR ,Showery,Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Pony Up ,"Jimenez, Albin",123,L,4,2,"$37,800 "," Pletcher, Todd", Calumet Farm,0,0
TURFWAY PARK , Race 10," March 17, 2018 ",One And One Eighth ,All Weather Track,THREE YEAR ,Showery,Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Arawak ,"Garcia, Julio",123,L,12,3,"$19,000 "," Ward, Wesley"," R3 Racing LLC, Keh, Steven and C T R Stables LLC",1.25,3.75
TURFWAY PARK , Race 10," March 17, 2018 ",One And One Eighth ,All Weather Track,THREE YEAR ,Showery,Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Zanesville ,"Franklin, Malcolm",123,L f,10,4,"$9,600 "," Amoss, Thomas", Rosemont Farm LLC,2.25,9
TURFWAY PARK , Race 10," March 17, 2018 ",One And One Eighth ,All Weather Track,THREE YEAR ,Showery,Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Mugaritz ,"Juarez, Nik",123,Lb,6,5,"$5,840 "," Wong, Jonathan",Alejandro Mercado,4.75,23.75
TURFWAY PARK , Race 10," March 17, 2018 ",One And One Eighth ,All Weather Track,THREE YEAR ,Showery,Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Sky Promise ,"Gilligan, Jack",123,Lb,1,6,"$3,960 "," McPeek, Kenneth",Stephen R. Baker,8,48
TURFWAY PARK , Race 10," March 17, 2018 ",One And One Eighth ,All Weather Track,THREE YEAR ,Showery,Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Cash Call Kitten ,"Gaffalione, Tyler",123,Lb,2,7,"$2,200 "," Maker, Michael"," Ramsey, Kenneth L. and Sarah K.",9.5,66.5
