Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
1,0165,"Gainesway, Agent LVIII","","Carpe Diem --- Mane Princess","","DB/BR",Filly,"Carpe Diem","Mane Princess","","","","","Katsumi Yoshizawa",260000
1,0166,"Stuart Morris, Agent IV","","Honor Code --- Maria Maria","","B",Colt,"Honor Code","Maria Maria","","","","","Courtlandt Farm",200000
1,0167,"Betz Thoroughbreds, Inc., Agent","","American Pharoah --- Mariel N Kathy","","B",Filly,"American Pharoah","Mariel N Kathy","","","","","Green Lantern Stables LLC, Patrick Masson, Agent",300000
1,0168,"Denali Stud (Craig & Holly Bandoroff), Agent IX","","Curlin --- Marion Ravenwood","","B",Colt,"Curlin","Marion Ravenwood","","","","","John S.Holmes",375000
1,0169,"Taylor Made Sales Agency, Agent CLXXXIV","","Into Mischief --- Marquet Rent","","B",Colt,"Into Mischief","Marquet Rent","","","","","Town and Country Racing LLC & Gary S. Broad",210000
1,0170,"Hunter Valley Farm, Agent","","Quality Road --- Mary Delaney","","DB/BR",Colt,"Quality Road","Mary Delaney","","","","","Crupi's New Castle/J. J. Crupi, Agent",400000
1,0171,"Taylor Made Sales Agency, Agent XVII","","American Pharoah --- Mary's Follies","","B",Colt,"American Pharoah","Mary's Follies","","","","","Out",0
1,0172,"Hill 'n' Dale Sales Agency, Agent","","Malibu Moon --- Maxie Ford","","GR/RO",Colt,"Malibu Moon","Maxie Ford","","","","","Rodolfo G. Mendoza",200000
1,0173,"Denali Stud (Craig & Holly Bandoroff), Agent for","Gallagher's Stud","Empire Maker --- Maximova","","B",Colt,"Empire Maker","Maximova","","","","","Out",0
1,0174,"Clarkland Farm, LLC","","American Pharoah --- Maybellene","","B",Filly,"American Pharoah","Maybellene","","","","","L.E.B., Agent for West Point Thbrds & Chris Larsen",375000
1,0175,"Taylor Made Sales Agency, Agent CXLI","","Noble Mission (GB) --- Mayoress (GB)","","B",Colt,"Noble Mission (GB)","Mayoress (GB)","","","","","*RNA (50,000)",---
1,0176,"Betz Thoroughbreds, Inc., Agent","","Into Mischief --- Meadow Breeze","","B",Filly,"Into Mischief","Meadow Breeze","","","","","Weber Way Stable",160000
1,0177,"Select Sales, Agent LXIX","","Lemon Drop Kid --- Mecanique","","CH",Filly,"Lemon Drop Kid","Mecanique","","","","","*RNA (45,000)",---
1,0178,"Pope McLean (Crestwood Farm), Agent IX","","Tiznow --- Media Madness","","DB/BR",Filly,"Tiznow","Media Madness","","","","","*RNA (225,000)",---
1,0179,"Eaton Sales, Agent","","American Pharoah --- Meerkat Miss","","DB/BR",Colt,"American Pharoah","Meerkat Miss","","","","","Beth Bowman Harper",475000
1,0180,"Hill 'n' Dale Sales Agency, Agent","","Curlin --- Mekong Delta","","CH",Colt,"Curlin","Mekong Delta","","","","","Out",0
1,0181,"Eaton Sales, Agent","","Malibu Moon --- Melancholy","","DB/BR",Colt,"Malibu Moon","Melancholy","","","","","Ewing Bloodstock",15000
1,0182,"James B. Keogh (Grovendale), Agent XII","","Giant's Causeway --- Melody Maiden","","CH",Colt,"Giant's Causeway","Melody Maiden","","","","","Godolphin Japan",150000
1,0183,"Paramount Sales, Agent LXXVII","","Street Sense --- Melrose Woods","","B",Colt,"Street Sense","Melrose Woods","","","","","Out",0
1,0184,"Summerfield (Francis & Barbara Vanlangendonck),","Agent for Old Tavern Farm","Ghostzapper --- Memento d'Oro","","DB/BR",Colt,"Ghostzapper","Memento d'Oro","","","","","F. Brothers, Agent for Starlight",240000
1,0185,"Hunter Valley Farm, Agent","","Kitten's Joy --- Menifeeque","","CH",Colt,"Kitten's Joy","Menifeeque","","","","","Godolphin",600000
1,0186,"James M. Herbener Jr., Agent I","","Violence --- Merry Chip Us","","DB/BR",Filly,"Violence","Merry Chip Us","","","","","Tommy Town Thoroughbreds",150000
1,0187,"St. George Sales, Agent XXIV","","Tonalist --- Midnight Dream","","DB/BR",Filly,"Tonalist","Midnight Dream","","","","","*RNA (95,000)",---
1,0188,"Winter Quarter Farm, Agent I","","Hard Spun --- Midnight Kiss (NZ)","","B",Colt,"Hard Spun","Midnight Kiss (NZ)","","","","","Whitehorse Stables & Bridlewood Farm",260000
1,0189,"Eaton Sales, Agent for Grousemont Farm","","Uncle Mo --- Midnight Visit","","DB/BR",Filly,"Uncle Mo","Midnight Visit","","","","","Out",0
1,0190,"Gainesway, Agent LVIII","","Tapit --- Mighty Caroline","","GR/RO",Filly,"Tapit","Mighty Caroline","","","","","Whisper Hill Farm  LLC",500000
1,0191,"Sierra Farm","","American Pharoah --- Mighty Renee","","GR/RO",Colt,"American Pharoah","Mighty Renee","","","","","*RNA (190,000)",---
1,0192,"Hunter Valley Farm, Agent","","Pioneerof the Nile --- Milania","","DB/BR",Filly,"Pioneerof the Nile","Milania","","","","","*RNA (90,000)",---
1,0193,"Buck Pond Farm (Douglas S. Arnold), Agent","","Uncle Mo --- Mims Eppi","","DB/BR",Colt,"Uncle Mo","Mims Eppi","","","","","Out",0
1,0194,"Woods Edge Farm (Peter O'Callaghan), Agent","","Pioneerof the Nile --- Mini Chat","","B",Colt,"Pioneerof the Nile","Mini Chat","","","","","Out",0
1,0195,"Betz Thoroughbreds, Inc., Agent","","Pioneerof the Nile --- Mining My Own","","B",Colt,"Pioneerof the Nile","Mining My Own","","","","","John C. Oxley",775000
1,0196,"Taylor Made Sales Agency, Agent CXXXV","","Bernardini --- Minnelli","","GR/RO",Filly,"Bernardini","Minnelli","","","","","*RNA (22,000)",---
1,0197,"Scott Mallory, Agent II","","Commissioner --- Miss Attractive","","B",Filly,"Commissioner","Miss Attractive","","","","","Todd Pletcher, Agent",140000
1,0198,"Taylor Made Sales Agency, Agent CX","","Constitution --- Miss Catalyst","","B",Filly,"Constitution","Miss Catalyst","","","","","Layna Kight",60000
1,0199,"Burleson Farms, Agent","","Hard Spun --- Miss Centerfold","","B",Colt,"Hard Spun","Miss Centerfold","","","","","SF Bloodstock, LLC/Starlight West",200000
1,0200,"Shawhan Place LLC, Agent V","","Honor Code --- Miss Challenge","","DB/BR",Filly,"Honor Code","Miss Challenge","","","","","Out",0
1,0201,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I","","Medaglia d'Oro --- Miss Empire","","DB/BR",Filly,"Medaglia d'Oro","Miss Empire","","","","","Godolphin",475000
1,0202,"Columbiana Farm LLC, Agent I","","Liam's Map --- Miss Houdini","","GR/RO",Colt,"Liam's Map","Miss Houdini","","","","","Steven W. Young, Agent",225000
1,0203,"Taylor Made Sales Agency, Agent CLIX","","Tapit --- Miss Macy Sue","","GR/RO",Filly,"Tapit","Miss Macy Sue","","","","","Don Alberto Corporation",1400000
1,0204,"Lane's End, Agent","","Tapit --- Miss Shop","","GR/RO",Filly,"Tapit","Miss Shop","","","","","*RNA (625,000)",---
1,0205,"Four Star Sales, Agent for Spendthrift Farm LLC","","Malibu Moon --- Miss Simpatia (ARG)","","DB/BR",Filly,"Malibu Moon","Miss Simpatia (ARG)","","","","","*RNA (120,000)",---
1,0206,"Gainesway, Agent for Normandy Farm LLC","","Will Take Charge --- Miss Singhsix (IRE)","","CH",Colt,"Will Take Charge","Miss Singhsix (IRE)","","","","","Crupi 18/J. J. Crupi, Agent",75000
1,0207,"Sequel New York, Agent for Chester & Mary Broman","","Pioneerof the Nile --- Misty Rosette","","B",Colt,"Pioneerof the Nile","Misty Rosette","","","","","Crupi's New Castle/J. J. Crupi, Agent",300000
1,0208,"Taylor Made Sales Agency, Agent CLXV","","American Pharoah --- Mo Chuisle","","GR/RO",Colt,"American Pharoah","Mo Chuisle","","","","","*RNA (240,000)",---
1,0209,"Betz Thoroughbreds, Inc., Agent","","Uncle Mo --- Modification","","DB/BR",Colt,"Uncle Mo","Modification","","","","","Hoby and Layna Kight",350000
1,0210,"Gainesway, Agent XXXIII","","American Pharoah --- Mohini (IRE)","","B",Filly,"American Pharoah","Mohini (IRE)","","","","","Tony Lacy, Agent for Heider Family Stables",675000
1,0211,"Summerfield (Francis & Barbara Vanlangendonck), Agent","for Stonestreet Bred & Raised","Curlin --- Molly Morgan","","B",Colt,"Curlin","Molly Morgan","","","","","Oxo Equine LLC",1800000
1,0212,"Denali Stud (Craig & Holly Bandoroff), Agent for Stonestreet","Bred & Raised","Honor Code --- Moonlight Sonata","","B",Filly,"Honor Code","Moonlight Sonata","","","","","Rosedown Racing",100000
1,0213,"Hill 'n' Dale Sales Agency, Agent","","Uncle Mo --- Moon Safari","","B",Filly,"Uncle Mo","Moon Safari","","","","","Hoby and Layna Kight",150000
1,0214,"Gainesway, Agent VI","","Empire Maker --- More Chocolate","","B",Colt,"Empire Maker","More Chocolate","","","","","Albaugh Family Stable, Kempton/Berkelhammer, Agent",650000
1,0215,"Kingswood Farm, Agent VI","","Medaglia d'Oro --- More Complexity","","B",Filly,"Medaglia d'Oro","More Complexity","","","","","Courtlandt Farm",510000
1,0216,"Eaton Sales, Agent","","Malibu Moon --- More Than a Cruise","","CH",Colt,"Malibu Moon","More Than a Cruise","","","","","*RNA (95,000)",---
1,0217,"Four Star Sales, Agent for Spendthrift Farm LLC","","Temple City --- More Than Pretty","","DB/BR",Colt,"Temple City","More Than Pretty","","","","","Crupi's New Castle/J. J. Crupi, Agent",300000
1,0218,"Lane's End, Agent","","Medaglia d'Oro --- Moulin de Mougin","","B",Colt,"Medaglia d'Oro","Moulin de Mougin","","","","","Godolphin",1300000
1,0219,"Brereton C. Jones/Airdrie Stud Inc., Agent","","Cairo Prince --- Move Clickly","","DB/BR",Filly,"Cairo Prince","Move Clickly","","","","","*RNA (200,000)",---
1,0220,"Claiborne Farm, Agent","","War Front --- Moyne Abbey","","B",Filly,"War Front","Moyne Abbey","","","","","Godolphin",300000
1,0221,"Gainesway, Agent LI","","Liam's Map --- Mr Hall's Opus","","B",Colt,"Liam's Map","Mr Hall's Opus","","","","","Out",0
1,0222,"Brereton C. Jones/Airdrie Stud Inc., Agent","","Creative Cause --- Ms. Cornstalk","","B",Colt,"Creative Cause","Ms. Cornstalk","","","","","Robert C.Baker and William Mack",235000
1,0223,"Hidden Brook, Agent XXVIII","","Ghostzapper --- Much Obliged","","B",Colt,"Ghostzapper","Much Obliged","","","","","*RNA (145,000)",---
1,0224,"Select Sales, Agent LVIII","","Noble Mission (GB) --- Mulligatawny","","CH",Colt,"Noble Mission (GB)","Mulligatawny","","","","","Triple Crown",95000
1,0225,"Lane's End, Agent","","Tapit --- Mushka","","GR/RO",Filly,"Tapit","Mushka","","","","","Out",0
1,0226,"Baccari Bloodstock, Agent XXI","","Tapit --- My Conquestadory","","B",Filly,"Tapit","My Conquestadory","","","","","Out",0
1,0227,"Taylor Made Sales Agency, Agent CLXIV","","Uncle Mo --- My Fast One","","DB/BR",Filly,"Uncle Mo","My Fast One","","","","","Carlo Vaccarezza",410000
1,0228,"Clearsky Farms, Agent I","","American Pharoah --- My Happy Face","","GR/RO",Filly,"American Pharoah","My Happy Face","","","","","Clay Scherer, Agent",300000
1,0229,"Select Sales, Agent VII","","More Than Ready --- My Lady Lauren","","CH",Colt,"More Than Ready","My Lady Lauren","","","","","*RNA (100,000)",---
1,0230,"Paramount Sales, Agent LXVI","","Malibu Moon --- My Limit","","DB/BR",Filly,"Malibu Moon","My Limit","","","","","*RNA (240,000)",---
1,0231,"Hill 'n' Dale Sales Agency, Agent for Stonestreet","Bred & Raised","Medaglia d'Oro --- My Miss Aurelia","","DB/BR",Filly,"Medaglia d'Oro","My Miss Aurelia","","","","","Out",0
1,0232,"Bedouin Bloodstock, Agent X","","Medaglia d'Oro --- Mystery Strike","","DB/BR",Filly,"Medaglia d'Oro","Mystery Strike","","","","","Out",0
1,0233,"Taylor Made Sales Agency, Agent CLX","","Quality Road --- My Sugar Bear","","B",Colt,"Quality Road","My Sugar Bear","","","","","Mike Ryan, Agent",500000
1,0234,"Kaizen Sales (Richard Kent), Agent","","Candy Ride (ARG) --- My Super Nova","","DB/BR",Colt,"Candy Ride (ARG)","My Super Nova","","","","","Scott & Evan Dilworth LLC",90000
1,0235,"Taylor Made Sales Agency, Agent CLXXX","","Pioneerof the Nile --- Mythical Bride","","DB/BR",Colt,"Pioneerof the Nile","Mythical Bride","","","","","M. V.  Magnier",575000
1,0236,"Warrendale Sales, Agent X","","Bodemeister --- My Tina","","DB/BR",Colt,"Bodemeister","My Tina","","","","","Out",0
1,0237,"Equest Thoroughbreds, Inc.","","Flat Out --- Nabbed","","CH",Colt,"Flat Out","Nabbed","","","","","*RNA (32,000)",---
1,0238,"Taylor Made Sales Agency, Agent LXXXVII","","Empire Maker --- Namaste's Wish","","B",Filly,"Empire Maker","Namaste's Wish","","","","","Thomas Haughey for PTK LLC",425000
1,0239,"Hill 'n' Dale Sales Agency, Agent","","Bernardini --- Native American","","B",Filly,"Bernardini","Native American","","","","","Capital System Co. Ltd",150000
1,0240,"St. George Sales, Agent XXI","","Ghostzapper --- Native Strike","","CH",Colt,"Ghostzapper","Native Strike","","","","","Albaugh Family Stable, Kempton/Berkelhammer, Agent",370000
1,0241,"Claiborne Farm, Agent","","Medaglia d'Oro --- Nebraska","","DB/BR",Colt,"Medaglia d'Oro","Nebraska","","","","","Cavalier Bloodstock",20000
1,0242,"Woods Edge Farm (Peter O'Callaghan), Agent","","Will Take Charge --- Nefertiti","","B",Filly,"Will Take Charge","Nefertiti","","","","","Carlo Vaccarezza",100000
1,0243,"Lane's End, Agent","","Honor Code --- Nereid","","B",Colt,"Honor Code","Nereid","","","","","Calumet Farm",375000
1,0244,"Lane's End, Agent","","American Pharoah --- New Wave","","B",Colt,"American Pharoah","New Wave","","","","","*RNA (120,000)",---
1,0245,"Gainesway, Agent for Normandy Farm LLC","","Empire Maker --- Nicole H","","B",Colt,"Empire Maker","Nicole H","","","","","Crupi's New Castle/J. J. Crupi, Agent",150000
1,0246,"Denali Stud (Craig & Holly Bandoroff), Agent XXIV","","Honor Code --- Night and Day","","DB/BR",Colt,"Honor Code","Night and Day","","","","","Out",0
1,0247,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent XIV","","Tiznow --- Nila","","B",Colt,"Tiznow","Nila","","","","","Out",0
1,0248,"Upson Downs Farm, Agent","","Empire Maker --- Nina Fever","","DB/BR",Colt,"Empire Maker","Nina Fever","","","","","Crupi's New Castle/J. J. Crupi, Agent",300000
