Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
1,0144,"Denali Stud (Craig & Holly Bandoroff), Agent XVI","","Morea","05/06/2012","DB/BR",Mare,"Indian Charlie","Crosswinds","Frosted","02/19/2018","pregnant","Broodmare","Out",0
1,0145,"Eaton Sales, Agent","","Into Mischief --- More Than a Cruise","03/10/2018","B",Filly,"Into Mischief","More Than a Cruise","","","","Weanling","Amy N. Moore",250000
1,0146,"Taylor Made Sales Agency, Agent XCVII","","My Happy Face","04/01/2010","GR/RO",Mare,"Tiz Wonderful","Summer Star","Union Rags","04/14/2018","pregnant","Broodmare","*RNA (440,000)",---
1,0147,"Lane's End, Agent","","My Miss Sophia","02/28/2011","CH",Mare,"Unbridled's Song","Wildwood Flower","War Front","04/07/2018","pregnant","Broodmare","Steven W. Young, Agent",4000000
1,0148,"Burleson Farms, Agent","","Medaglia d'Oro --- Namaste's Wish","03/04/2018","B",Colt,"Medaglia d'Oro","Namaste's Wish","","","","Weanling","*RNA (290,000)",---
1,0149,"Claiborne Farm, Agent for Edward A. Cox Jr. Dispersal","","Naples Parade","03/05/2014","B",Mare,"Street Cry (IRE)","Treasure Trail","War Front","04/03/2018","pregnant","Broodmare","White Birch Farm",450000
1,0150,"Ashview Farm (Bryan Lyster & Gray Lyster), Agent","","Union Rags --- Natural Rush","02/09/2018","B",Colt,"Union Rags","Natural Rush","","","","Weanling","Out",0
1,0151,"Gainesway, Agent for Normandy Farm LLC","","Nicole H","04/18/2007","DB/BR",Mare,"Mr. Greeley","Hot Chipotle","Arrogate","06/07/2018","pregnant","Broodmare","Out",0
1,0152,"Mulholland Springs, Agent IV","","Niji's Grand Girl","02/25/2008","CH",Mare,"Candy Ride (ARG)","Rose Russe","Tiznow","05/01/2018","pregnant","Broodmare","Rodolfo Mendoza",50000
1,0153,"Taylor Made Sales Agency, Agent CXLI","","Noble Freud","05/22/2014","DB/BR",Filly,"Freud","Noble Fire","","","","Racing or Broodmare Prospect","*RNA (115,000)",---
1,0154,"Ashview Farm (Bryan Lyster & Gray Lyster), Agent","","Nootka Sound","03/13/2015","DB/BR",Filly,"Lonhro (AUS)","Miss Red Delicious","","","","Racing or Broodmare Prospect","Out",0
1,0155,"Paramount Sales, Agent XXX","","Candy Ride (ARG) --- Nuhood","03/03/2018","B",Colt,"Candy Ride (ARG)","Nuhood","","","","Weanling","Out",0
1,0156,"Sequel New York, Agent","","Nutcracker Suite (IRE)","04/10/2014","B",Mare,"Fastnet Rock (AUS)","Dietrich","Into Mischief","05/24/2018","pregnant","Broodmare","Magna Carta Bloodstock",365000
1,0157,"Ashview Farm (Bryan Lyster & Gray Lyster), Agent","","Flatter --- Oil Empress","04/12/2018","B",Colt,"Flatter","Oil Empress","","","","Weanling","Out",0
1,0158,"Ashview Farm (Bryan Lyster & Gray Lyster), Agent","","Oil Empress","03/03/2008","DB/BR",Mare,"Empire Maker","Arradoul","Runhappy","05/16/2018","pregnant","Broodmare","Kern/Lillingston Assoc., Agent",250000
1,0159,"Taylor Made Sales Agency, Agent CCI","","Ollie's Candy","03/20/2015","DB/BR",Filly,"Candy Ride (ARG)","Afternoon Stroll","","","","Racing or Broodmare Prospect","Out",0
1,0160,"Select Sales, Agent XLVI","","More Than Ready --- Onna Bugeisha","02/22/2018","CH",Colt,"More Than Ready","Onna Bugeisha","","","","Weanling","Out",0
1,0161,"Taylor Made Sales Agency, Agent VI","","Paquita Coqueta (CHI)","08/31/2011","B",Mare,"Scat Daddy","Luna Piena (CHI)","California Chrome","04/04/2018","pregnant","Broodmare","Breeze Easy",400000
1,0162,"Claiborne Farm, Agent","","War Front --- Parade Militaire (IRE)","04/07/2018","B",Colt,"War Front","Parade Militaire (IRE)","","","","Weanling","Out",0
1,0163,"Eaton Sales, Agent","","Pavini (FR)","02/27/2014","CH",Mare,"Dubawi (IRE)","Peinture Rare (IRE)","American Pharoah","03/30/2018","pregnant","Broodmare","Windhaven Farm",200000
1,0164,"Taylor Made Sales Agency, Agent CXI","","Perfect Pic","03/21/2013","B",Mare,"Candy Ride (ARG)","Cotton Bay","Arrogate","02/24/2018","pregnant","Broodmare","Team Block",400000
1,0165,"Taylor Made Sales Agency, Agent CCXIII","","Perils of Pauline","01/28/2006","CH",Mare,"Stravinsky","Hideaway Heroine (IRE)","Ghostzapper","04/06/2018","pregnant","Broodmare","Out",0
1,0166,"Eaton Sales, Agent","","Pretty Perfect (IRE)","04/28/2013","B",Mare,"Galileo (IRE)","Milanova (AUS)","War Front","03/12/2018","pregnant","Broodmare","Town & Country Horse Farms, LLC",1125000
1,0167,"Eaton Sales, Agent","","War Front --- Pretty Perfect (IRE)","02/13/2018","DB/BR",Filly,"War Front","Pretty Perfect (IRE)","","","","Weanling","Out",0
1,0168,"Denali Stud (Craig & Holly Bandoroff), Agent XXVI","","Honor Code --- Privacy","05/01/2018","B",Colt,"Honor Code","Privacy","","","","Weanling","Out",0
1,0169,"Lane's End, Agent","","Queen's Parade","03/23/2011","CH",Mare,"Giant's Causeway","Queen of Kills","Into Mischief","05/17/2018","pregnant","Broodmare","Out",0
1,0170,"Ballysax Bloodstock, Agent for HnR Nothhaft Horseracing LLC","","Tiznow --- Randie's Legend","03/24/2018","B",Filly,"Tiznow","Randie's Legend","","","","Weanling","de Meric Sales, Agent",180000
1,0171,"Eaton Sales, Agent","","American Pharoah --- Rare Cat","02/01/2018","B",Colt,"American Pharoah","Rare Cat","","","","Weanling","Justice Farm/ Greg Justice",140000
1,0172,"Denali Stud (Craig & Holly Bandoroff), Agent LI","","Red Lodge","03/28/2014","CH",Mare,"Midshipman","Star Silver","Kitten's Joy","03/11/2018","pregnant","Broodmare","Emirates Park",500000
1,0173,"Eaton Sales, Agent","","American Pharoah --- Refugee","02/09/2018","B",Filly,"American Pharoah","Refugee","","","","Weanling","Cromwell Bloodstock",550000
1,0174,"Gainesway, Agent XXXVI","","Rise Above","04/13/2015","CH",Mare,"Violence","My Twilight Dancer","Tapit","03/17/2018","pregnant","Broodmare","Breeze Easy",300000
1,0175,"Taylor Made Sales Agency, Agent XXV","","Rote","04/10/2007","B",Mare,"Tiznow","Song to Remember","Frosted","05/30/2018","not pregnant","Broodmare","Mike Ryan, Agent",330000
1,0176,"Paramount Sales, Agent XLI","","Runway Doll","04/13/2014","DB/BR",Mare,"Majestic Warrior","French Line","American Pharoah","02/23/2018","pregnant","Broodmare","DS Stable",380000
1,0177,"Taylor Made Sales Agency, Agent LXXV","","Sailor's Valentine","03/25/2014","GR/RO",Filly,"Mizzen Mast","Sortilege","","","","Racing or Broodmare Prospect","Town & Country Horse Farms, LLC/Pollock Farms",800000
1,0178,"Denali Stud (Craig & Holly Bandoroff), Agent for","Edition Farm","Speightstown --- Salonsun (GER)","05/15/2018","CH",Colt,"Speightstown","Salonsun (GER)","","","","Weanling","Out",0
1,0179,"ELiTE","","Santa Monica (GB)","04/02/2013","B",Mare,"Mastercraftsman (IRE)","Zacchera (GB)","","","","Racing or Broodmare Prospect","*RNA (675,000)",---
1,0180,"Taylor Made Sales Agency, Agent CCXX","","Sassy Sienna","04/18/2015","DB/BR",Filly,"Midshipman","Tap for Gold","","","","Racing or Broodmare Prospect","Maverick Racing",775000
1,0181,"Eaton Sales, Agent","","Saxet Heights","05/19/2005","B",Mare,"Outflanker","Holiday Ball","Ghostzapper","05/07/2018","pregnant","Broodmare","SF Bloodstock",140000
1,0182,"Eaton Sales, Agent","","American Pharoah --- Saxet Heights","04/08/2018","CH",Filly,"American Pharoah","Saxet Heights","","","","Weanling","W. C. I., LLC",180000
1,0183,"Taylor Made Sales Agency, Agent LVI","","Scandalous Song","02/07/2010","GR/RO",Mare,"Unbridled's Song","My White Corvette","Uncle Mo","05/15/2018","pregnant","Broodmare","Sierra Farm",260000
1,0184,"Taylor Made Sales Agency, Agent LVI","","California Reign","01/22/2018","B",Filly,"California Chrome","Scandalous Song","","","","Weanling","Out",0
1,0185,"Taylor Made Sales Agency, Agent CLXXII","","Seanchai","02/13/2009","CH",Mare,"English Channel","Street Scene (IRE)","Medaglia d'Oro","05/28/2018","pregnant","Broodmare","Out",0
1,0186,"William B. Harrigan (Miacomet Farm Ltd), Agent","","Verrazano --- Search and Seizure","02/08/2018","B",Filly,"Verrazano","Search and Seizure","","","","Weanling","Out",0
1,0187,"Taylor Made Sales Agency, Agent LXX","","Not This Time --- See Ashleigh Run","04/09/2018","B",Colt,"Not This Time","See Ashleigh Run","","","","Weanling","*RNA (45,000)",---
1,0188,"Hill 'n' Dale Sales Agency, Agent","","Curlin --- Serena's Cat","04/24/2018","DB/BR",Filly,"Curlin","Serena's Cat","","","","Weanling","Meadow Oaks Racing Stable",600000
1,0189,"Vinery Sales, Agent III","","She's All Ready","04/20/2013","CH",Mare,"Girolamo","Prominent","Nyquist","04/16/2018","pregnant","Broodmare","Spendthrift Farm LLC",290000
1,0190,"Eaton Sales, Agent","","Into Mischief --- Shimmer","03/24/2018","B",Colt,"Into Mischief","Shimmer","","","","Weanling","*RNA (190,000)",---
1,0191,"Eaton Sales, Agent","","Silvertoni","01/16/2014","GR/RO",Mare,"Tapit","Somasach","Quality Road","03/04/2018","pregnant","Broodmare","Woodford Thoroughbreds",800000
1,0192,"Eaton Sales, Agent","","Sister Nation","05/07/2014","B",Filly,"Into Mischief","Evita's Sister","","","","Racing or Broodmare Prospect","Out",0
1,0193,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent VIII","","Runhappy --- Sky America","03/20/2018","B",Colt,"Runhappy","Sky America","","","","Weanling","Sky America Bloodstock",180000
1,0194,"Taylor Made Sales Agency, Agent L","","California Chrome --- Sky Glow","03/23/2018","B",Colt,"California Chrome","Sky Glow","","","","Weanling","Bloodstock Investments VI",150000
1,0195,"Blandford Stud (Padraig Campion), Agent","","American Pharoah --- Slow Sand","02/19/2018","B",Colt,"American Pharoah","Slow Sand","","","","Weanling","Dudley Racing",275000
1,0196,"William B. Harrigan (Miacomet Farm Ltd), Agent","","Quality Road --- Snakeinthegrass","03/09/2018","B",Colt,"Quality Road","Snakeinthegrass","","","","Weanling","Out",0
1,0197,"Blandford Stud (Padraig Campion), Agent","","Soft Kiss","03/15/2014","B",Mare,"Bernardini","Sunshine Song","American Pharoah","03/05/2018","pregnant","Broodmare","John Muir",300000
1,0198,"Bill Murphy, Agent IV","","American Pharoah --- Somalia","01/24/2018","CH",Colt,"American Pharoah","Somalia","","","","Weanling","Andrew Williams Bloodstock",300000
1,0199,"Taylor Made Sales Agency, Agent CXXVII","","California Chrome --- Somethinaboutbetty","04/05/2018","CH",Filly,"California Chrome","Somethinaboutbetty","","","","Weanling","Out",0
1,0200,"Glennwood Farm Inc., Agent","","Bernardini --- Southern Strike","05/24/2018","B",Colt,"Bernardini","Southern Strike","","","","Weanling","Tanya Gunther",12000
1,0201,"Blackburn Farm (Michael T. Barnett), Agent for Longford Farm","","Bernardini --- Spacy Tracy","04/01/2018","B",Colt,"Bernardini","Spacy Tracy","","","","Weanling","Out",0
1,0202,"Sequel New York","","Speed Dating","02/05/2006","B",Mare,"Not For Love","Near and Dear","Into Mischief","05/14/2018","pregnant","Broodmare","SF Bloodstock",200000
1,0203,"Taylor Made Sales Agency, Agent CXLVI","","Spice Drop","04/05/2014","B",Mare,"Candy Ride (ARG)","Sweet Charity","Practical Joke","02/25/2018","pregnant","Broodmare","*RNA (140,000)",---
1,0204,"Taylor Made Sales Agency, Agent CXCVIII","","Stainless","02/12/2015","GR/RO",Filly,"Flatter","Spring Storm","","","","Racing or Broodmare Prospect","*RNA (170,000)",---
1,0205,"Glennwood Farm Inc., Agent","","Stand Back","05/08/2014","B",Mare,"Giant's Causeway","Southern Strike","Speightstown","02/22/2018","pregnant","Broodmare","Endeavor Farm",190000
1,0206,"Brookdale Sales, Agent","","Starship Jubilee","03/10/2013","B",Mare,"Indy Wind","Perfectly Wild","","","","Racing or Broodmare Prospect","*RNA (425,000)",---
1,0207,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent XI","","California Chrome --- Stayclassysandiego","02/03/2018","GR/RO",Colt,"California Chrome","Stayclassysandiego","","","","Weanling","Out",0
1,0208,"James B. Keogh (Grovendale), Agent XIX","","Stays in Vegas","04/26/2013","CH",Mare,"City Zip","Double Jackpot","War Front","04/05/2018","pregnant","Broodmare","Claiborne Farm, Agent",1500000
1,0209,"Brookdale Sales, Agent","","Stopshoppingmaria","02/21/2009","DB/BR",Mare,"More Than Ready","Skybox","","","not mated","Broodmare","Lillingston Bloodstock",290000
1,0210,"Woods Edge Farm (Peter O'Callaghan), Agent","","Stormy Sky","02/28/2012","CH",Mare,"Sky Mesa","Sweetness 'n Light","Pioneerof the Nile","03/19/2018","pregnant","Broodmare","Out",0
1,0211,"Taylor Made Sales Agency, Agent CCXXIV","","Street Sweets","02/04/2013","B",Mare,"Street Sense","Simply Delightful","Bodemeister","04/22/2018","pregnant","Broodmare","Out",0
1,0212,"Lane's End, Agent","","Strike Charmer","02/10/2010","B",Mare,"Smart Strike","Cat Charmer","Tapit","03/19/2018","pregnant","Broodmare","Marette Farrell, Agt./ Mt. Brilliant Farm & Ranch",700000
1,0213,"Hill 'n' Dale Sales Agency, Agent","","Uncle Mo --- Succeeding","02/01/2018","DB/BR",Colt,"Uncle Mo","Succeeding","","","","Weanling","*RNA (285,000)",---
1,0214,"Four Star Sales, Agent for Dixiana Farms, LLC","","Sugarinthemorning","02/06/2008","B",Mare,"Candy Ride (ARG)","Social Belle","Uncle Mo","03/13/2018","pregnant","Broodmare","*RNA (325,000)",---
1,0215,"Claiborne Farm, Agent","","Surfside Tiara","03/18/2013","CH",Mare,"Scat Daddy","Starlight Tiara","Quality Road","04/17/2018","pregnant","Broodmare","Bridlewood Farm",575000
1,0216,"Taylor Made Sales Agency, Agent IV","","Tap It All","02/14/2014","B",Mare,"Tapizar","Yawkey Way","Gun Runner","04/07/2018","pregnant","Broodmare","*RNA (325,000)",---
1,0217,"Gainesway, Agent IV","","Union Rags --- Tapitry","01/25/2018","GR/RO",Filly,"Union Rags","Tapitry","","","","Weanling","Out",0
1,0218,"Hill 'n' Dale Sales Agency, Agent","","Curlin --- Taris","01/12/2018","CH",Colt,"Curlin","Taris","","","","Weanling","Out",0
1,0219,"Hill 'n' Dale Sales Agency, Agent","","Medaglia d'Oro --- Taste Of Heaven (AUS)","01/31/2018","B",Colt,"Medaglia d'Oro","Taste Of Heaven (AUS)","","","","Weanling","*RNA (235,000)",---
1,0220,"Claiborne Farm, Agent for Edward A. Cox Jr. Dispersal","","Terrific Treasure","02/28/2011","CH",Mare,"Street Cry (IRE)","Treasure Trail","Gun Runner","04/19/2018","pregnant","Broodmare","West Bloodstock /Repole Stables",385000
1,0221,"Lane's End, Agent","","Tiffany's Honour","05/04/2011","DB/BR",Mare,"Street Cry (IRE)","Better Than Honour","Medaglia d'Oro","05/08/2018","pregnant","Broodmare","Katsumi Yoshida",2200000
1,0222,"Eaton Sales, Agent for William D. Graham (Windhaven Farms)","","Union Rags --- Tiz Imaginary","01/18/2018","B",Colt,"Union Rags","Tiz Imaginary","","","","Weanling","Out",0
1,0223,"Taylor Made Sales Agency, Agent CLIX","","Toast of Mayfair","03/13/2012","B",Mare,"Speightstown","Appealing Zophie","Frosted","03/12/2018","pregnant","Broodmare","Woodford Thoroughbreds",325000
1,0224,"Taylor Made Sales Agency, Agent CLIX","","Liam's Map --- Toast of Mayfair","01/27/2018","GR/RO",Filly,"Liam's Map","Toast of Mayfair","","","","Weanling","Masatake Iida",150000
1,0225,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent VII","","Treasure Box","03/25/2012","B",Mare,"Lemon Drop Kid","Ornate","Quality Road","04/06/2018","pregnant","Broodmare","Mick Ruis",350000
1,0226,"Claiborne Farm, Agent for Edward A. Cox Jr. Dispersal","","Treasure Trail","04/16/2006","B",Mare,"Pulpit","Vertigineux","Uncle Mo","05/01/2018","pregnant","Broodmare","Northshore Bloodstock, Agent",725000
1,0227,"Claiborne Farm, Agent for Edward A. Cox Jr. Dispersal","","War Front --- Treasure Trail","04/02/2018","B",Filly,"War Front","Treasure Trail","","","","Weanling","Heider Family Stables/ Tony Lacy, Agent",185000
1,0228,"James B. Keogh (Grovendale), Agent XXI","","Quality Road --- Trishas Even","02/09/2018","B",Colt,"Quality Road","Trishas Even","","","","Weanling","*RNA (385,000)",---
1,0229,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent X","","Tuscan Sunset","04/11/2006","B",Mare,"Trippi","Icelandic Dancer","Mastery","03/30/2018","pregnant","Broodmare","SF Bloodstock",200000
1,0230,"Eaton Sales, Agent","","Tapit --- Urban Ball (IRE)","04/19/2018","CH",Filly,"Tapit","Urban Ball (IRE)","","","","Weanling","Out",0
1,0231,"Taylor Made Sales Agency, Agent CCXXII","","Vasilika","04/25/2014","CH",Filly,"Skipshot","La Belle Marquet","","","","Racing or Broodmare Prospect","Out",0
1,0232,"Hill 'n' Dale Sales Agency, Agent","","Candy Ride (ARG) --- Violent Beauty","05/12/2018","DB/BR",Filly,"Candy Ride (ARG)","Violent Beauty","","","","Weanling","Meadow Oaks Racing Stable",280000
1,0233,"Mulholland Springs, Agent VI","","Volcat","01/31/2009","DB/BR",Mare,"After Market","Kentucky Whisper","Candy Ride (ARG)","03/02/2018","pregnant","Broodmare","Out",0
1,0234,"Taylor Made Sales Agency, Agent CCXIX","","Distorted Humor --- Waltzing Amore","04/09/2018","B",Filly,"Distorted Humor","Waltzing Amore","","","","Weanling","War Horse Place LLC",82000
1,0235,"Taylor Made Sales Agency, Agent CLIX","","Wave Theory","05/03/2010","B",Mare,"Smart Strike","Glimmering (IRE)","Arrogate","05/17/2018","pregnant","Broodmare","Out",0
1,0236,"Taylor Made Sales Agency, Agent CLIX","","Frosted --- Wave Theory","04/24/2018","B",Colt,"Frosted","Wave Theory","","","","Weanling","*RNA (300,000)",---
1,0237,"Denali Stud (Craig & Holly Bandoroff), Agent XII","","Medaglia d'Oro --- Wide Range","02/23/2018","B",Colt,"Medaglia d'Oro","Wide Range","","","","Weanling","Clear Ridge Stables",470000
1,0238,"Taylor Made Sales Agency, Agent XVIII","","Wild Mint","05/02/2014","DB/BR",Mare,"Medaglia d'Oro","Violent Beauty","Curlin","03/09/2018","pregnant","Broodmare","*RNA (700,000)",---
1,0239,"William B. Harrigan (Miacomet Farm Ltd), Agent","","Candy Ride (ARG) --- Wilson's Creek","02/22/2018","DB/BR",Colt,"Candy Ride (ARG)","Wilson's Creek","","","","Weanling","Mike Ryan, Agent",375000
1,0240,"Gainesway, Agent XXXIII","","Orb --- Winning Call","05/05/2018","B",Colt,"Orb","Winning Call","","","","Weanling","Out",0
1,0241,"Denali Stud (Craig & Holly Bandoroff), Agent XLII","","War Front --- Wonderful (IRE)","04/22/2018","B",Filly,"War Front","Wonderful (IRE)","","","","Weanling","Out",0
1,0242,"Four Star Sales, Agent for Dixiana Farms, LLC","","Kitten's Joy --- Yesshewill","02/17/2018","CH",Filly,"Kitten's Joy","Yesshewill","","","","Weanling","Out",0
1,0243,"Lane's End, Agent","","Yuvetsi","01/16/2014","DB/BR",Filly,"Bodemeister","Mother Ruth","","","","Racing or Broodmare Prospect","Out",0
1,0244,"Ballysax Bloodstock, Agent XV","","Into Mischief --- Zia","02/13/2018","CH",Filly,"Into Mischief","Zia","","","","Weanling","*RNA (335,000)",---
1,0245,"St. George Sales, Agent XXI","","Zipessa","02/22/2012","CH",Mare,"City Zip","Precious Princess","Medaglia d'Oro","03/17/2018","pregnant","Broodmare","Shadai Farm",1250000
1,0245A,"Vinery Sales, Agent LXXIII","","Almudena (PER)","08/24/2007","CH",Mare,"Silver Planet (ARG)","Fire Legend (ARG)","Candy Ride (ARG)","04/27/2018","pregnant","Broodmare","Out",0
1,0245B,"Bill Murphy, Agent IV","","Somalia","02/23/2007","DB/BR",Mare,"Mineshaft","Cosmic Wing","Gun Runner","04/03/2018","pregnant","Broodmare","*RNA (435,000)",---
1,0245C,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent XI","","La Extrana Dama (ARG)","07/29/2013","B",Mare,"Catcher In The Rye (IRE)","Toda Una Dama (ARG)","","","","Broodmare Prospect","*RNA (400,000)",---
1,0245D,"Taylor Made Sales Agency, Agent CCXXV","","Kitten's Joy --- Alta Love","02/11/2018","CH",Filly,"Kitten's Joy","Alta Love","","","","Broodmare","Heider Family Stables/ Donato Lanni, Agent",250000
1,0245E,"Taylor Made Sales Agency, Agent for","Ruis Racing LLC","Union Strike","02/12/2014","DB/BR",Filly,"Union Rags","Classic Strike","","","","Broodmare","*RNA (1,900,000)",---
