128,Darshaan,Shirley Heights,Mill Reef,Never Bend,Nasrullah,Nearco,Pharos,Phalaris,+,+,0,0,0,0,0,0,0,0,0,0,1,Other,0,0,0,0,0,0,0,0,0,Other
129,Dayjur,Danzig,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,+,0,0,0,0,1,0,0,0,0,0,0,Northern Dancer,0,0,0,0,0,0,0,1,0,Danzig
130,Decarchy,Distant View,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
131,Defer,Danzig,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,+,0,0,0,0,1,0,0,0,0,0,0,Northern Dancer,0,0,0,0,0,0,0,1,0,Danzig
132,Dehere,Deputy Minister,Vice Regent,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,0,0,0,0,1,0,0,0,0,0,0,Northern Dancer,0,0,0,0,0,0,1,0,0,Deputy Minister
133,Deputy Commander,Deputy Minister,Vice Regent,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,0,0,0,0,1,0,0,0,0,0,0,Northern Dancer,0,0,0,0,0,0,1,0,0,Deputy Minister
134,Deputy Minister,Vice Regent,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,+,0,0,0,0,1,0,0,0,0,0,0,Northern Dancer,0,0,0,0,0,0,1,0,0,Deputy Minister
135,Desert Party,Street Cry,Machiavellian,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
136,Devil His Due,Devil's Bag,Halo,Hail to Reason,Turn-To,Royal Charger,Nearco,Pharos,Phalaris,+,0,0,0,0,0,1,0,0,0,0,0,Turn-To,0,0,0,0,0,0,0,0,0,Turn-To
137,Devil's Bag,Halo,Hail to Reason,Turn-To,Royal Charger,Nearco,Pharos,Phalaris,+,+,0,0,0,0,0,1,0,0,0,0,0,Turn-To,0,0,0,0,0,0,0,0,0,Turn-To
138,Dewan,Bold Ruler,Nasrullah,Nearco,Pharos,Phalaris,+,+,+,+,0,0,0,0,0,0,0,0,0,1,0,Bold Ruler,0,0,0,0,0,0,0,0,0,Bold Ruler
139,Diamond Strike,Allen's Prospect,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
140,Diazo,Jade Hunter,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
141,Disco Rico,Citidancer,Dixieland Band,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,0,0,0,0,1,0,0,0,0,0,0,Northern Dancer,0,0,0,0,0,0,0,0,1,Other ND
142,Discreet Cat,Forestry,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,0,1,0,0,0,0,0,0,0,0,0,Storm Cat,0,0,0,0,0,0,0,0,0,Storm Cat
143,Discreetly Mine,Mineshaft,A.P. Indy,Seattle Slew,Bold Reasoning,Boldnesian,Bold Ruler,Nasrullah,Nearco,Pharos,1,0,0,0,0,0,0,0,0,1,0,A.P. Indy,0,0,0,0,0,0,0,0,0,A.P. Indy
144,Dispersal,Sunny's Halo,Halo,Hail to Reason,Turn-To,Royal Charger,Nearco,Pharos,Phalaris,+,0,0,0,0,0,1,0,0,0,0,0,Turn-To,0,0,0,0,0,0,0,0,0,Turn-To
145,Distant View,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
146,Distorted Humor,Forty Niner,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,1,0,0,0,0,0,Forty Niner
147,Divine Park,Chester House,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
148,Dixie Union,Dixieland Band,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,+,0,0,0,0,1,0,0,0,0,0,0,Northern Dancer,0,0,0,0,0,0,0,0,1,Other ND
149,Dixieland Band,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,+,+,0,0,0,0,1,0,0,0,0,0,0,Northern Dancer,0,0,0,0,0,0,0,0,1,Other ND
150,Doneraile Court,Seattle Slew,Bold Reasoning,Boldnesian,Bold Ruler,Nasrullah,Nearco,Pharos,Phalaris,+,0,0,0,0,0,0,0,0,0,1,0,Bold Ruler,0,0,0,0,0,0,0,0,0,Bold Ruler
151,Don't Get Mad,Stephen Got Even,A.P. Indy,Seattle Slew,Bold Reasoning,Boldnesian,Bold Ruler,Nasrullah,Nearco,Pharos,1,0,0,0,0,0,0,0,0,1,0,A.P. Indy,0,0,0,0,0,0,0,0,0,A.P. Indy
152,Dubai Destination,Kingmambo,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
153,Dubai Millenium,Seeking the Gold,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
154,Dubawi,Dubai Millenium,Seeking the Gold,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
155,Dust Commander,Bold Commander,Bold Ruler,Nasrullah,Nearco,Pharos,Phalaris,+,+,+,0,0,0,0,0,0,0,0,0,1,0,Bold Ruler,0,0,0,0,0,0,0,0,0,Bold Ruler
156,D'wildcat,Forest Wildcat,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,0,1,0,0,0,0,0,0,0,0,0,Storm Cat,0,0,0,0,0,0,0,0,0,Storm Cat
157,Dynaformer,Roberto,Hail to Reason,Turn-To,Royal Charger,Nearco,Pharos,Phalaris,+,+,0,0,0,0,0,1,0,0,0,0,0,Turn-To,0,0,0,0,0,0,0,0,0,Turn-To
158,E Dubai,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
159,Easing Along,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,0,1,0,0,0,0,0,0,0,0,0,Storm Cat,0,0,0,0,0,0,0,0,0,Storm Cat
160,Eastern Echo,Damascus,Sword Dancer,Sunglow,Sun Again,Sun Teddy,Teddy,Ajax,Flying Fox,Orme,0,0,0,0,0,0,0,0,0,0,1,Other,0,0,0,0,0,0,0,0,0,Other
161,Ecclesiastic,Pulpit,A.P. Indy,Seattle Slew,Bold Reasoning,Boldnesian,Bold Ruler,Nasrullah,Nearco,Pharos,1,0,0,0,0,0,0,0,0,1,0,A.P. Indy,0,0,0,0,0,0,0,0,0,A.P. Indy
162,Eddington,Unbridled,Fappiano,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,0,0,1,0,0,0,0,0,0,0,0,Fappiano,1,0,0,0,0,0,0,0,0,Fappiano
163,El Corredor,Mr. Greeley,Gone West,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,1,0,0,0,0,0,0,0,Gone West
164,El Nino,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,0,1,0,0,0,0,0,0,0,0,0,Storm Cat,0,0,0,0,0,0,0,0,0,Storm Cat
165,El Prado,Sadler's Wells,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,+,0,0,0,0,1,0,0,0,0,0,0,Northern Dancer,0,0,0,0,0,1,0,0,0,Sadler's Wells
166,Elusive Quality,Gone West,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,1,0,0,0,0,0,0,0,Gone West
167,Empire Maker,Unbridled,Fappiano,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,0,0,1,0,0,0,0,0,0,0,0,Fappiano,1,0,0,0,0,0,0,0,0,Fappiano
168,End Sweep,Forty Niner,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,1,0,0,0,0,0,Forty Niner
169,English Channel,Smart Strike,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,1,0,0,0,0,0,0,Smart Strike
170,Eskendereya,Giant's Causeway,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,0,1,0,0,0,0,0,0,0,0,0,Storm Cat,0,0,0,0,0,0,0,0,0,Storm Cat
171,Eugene's Third Son,Indian Charlie,In Excess,Siberian Express,Caro,Fortino,Grey Sovereign,Nasrullah,Nearco,Pharos,0,0,0,0,0,0,0,0,1,0,0,Caro,0,0,0,0,0,0,0,0,0,Caro
172,Eurosilver,Unbridled's Song,Unbridled,Fappiano,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,0,0,1,0,0,0,0,0,0,0,0,Fappiano,1,0,0,0,0,0,0,0,0,Fappiano
173,Even The Score,Unbridled's Song,Unbridled,Fappiano,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,0,0,1,0,0,0,0,0,0,0,0,Fappiano,1,0,0,0,0,0,0,0,0,Fappiano
174,Exchange Rate,Danzig,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,+,0,0,0,0,1,0,0,0,0,0,0,Northern Dancer,0,0,0,0,0,0,0,1,0,Danzig
175,Exclusive Native,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,+,+,0,0,0,0,0,0,0,0,0,0,1,Other,0,0,0,0,0,0,0,0,0,Other
176,Exclusive Quality,Elusive Quality,Gone West,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,1,0,0,0,0,0,0,0,Gone West
177,Exemplary Leader,Vigors,+,+,+,+,+,+,+,+,0,0,0,0,0,0,0,0,0,0,1,Other,0,0,0,0,0,0,0,0,0,Other
178,Express Tour,Tour d'Or,Medaille D'Or,Secretariat,Bold Ruler,Nasrullah,Nearco,Pharos,Phalaris,+,0,0,0,0,0,0,0,0,0,1,0,Bold Ruler,0,0,0,0,0,0,0,0,0,Bold Ruler
179,Fairbanks,Giant's Causeway,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,0,1,0,0,0,0,0,0,0,0,0,Storm Cat,0,0,0,0,0,0,0,0,0,Storm Cat
180,Fappiano,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,+,0,0,1,0,0,0,0,0,0,0,0,Fappiano,1,0,0,0,0,0,0,0,0,Fappiano
181,Fast Play,Seattle Slew,Bold Reasoning,Boldnesian,Bold Ruler,Nasrullah,Nearco,Pharos,Phalaris,+,0,0,0,0,0,0,0,0,0,1,0,Bold Ruler,0,0,0,0,0,0,0,0,0,Bold Ruler
182,Fastnet Rock,Danehill,Danzig,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,0,0,0,0,1,0,0,0,0,0,0,Northern Dancer,0,0,0,0,0,0,0,1,0,Danzig
183,Festin,Mat-Boy,+,+,+,+,+,+,+,+,0,0,0,0,0,0,0,0,0,0,1,Other,0,0,0,0,0,0,0,0,0,Other
184,First Defence,Unbridled's Song,Unbridled,Fappiano,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,0,0,1,0,0,0,0,0,0,0,0,Fappiano,1,0,0,0,0,0,0,0,0,Fappiano
185,First Landing,Turn-To,Royal Charger,Nearco,Pharos,Phalaris,+,+,+,+,0,0,0,0,0,1,0,0,0,0,0,Turn-To,0,0,0,0,0,0,0,0,0,Turn-To
186,First Samurai,Giant's Causeway,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,0,1,0,0,0,0,0,0,0,0,0,Storm Cat,0,0,0,0,0,0,0,0,0,Storm Cat
187,Flashstorm,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,0,1,0,0,0,0,0,0,0,0,0,Storm Cat,0,0,0,0,0,0,0,0,0,Storm Cat
188,Flashy Bull,Holy Bull,Great Above,Minnesota Mac,Rough'N'Tumble,Free for All,Questionnaire,+,+,+,0,0,0,0,0,0,0,0,0,0,1,Other,0,0,0,0,0,0,0,0,0,Other
189,Flatter,A.P. Indy,Seattle Slew,Bold Reasoning,Boldnesian,Bold Ruler,Nasrullah,Nearco,Pharos,Phalaris,1,0,0,0,0,0,0,0,0,1,0,A.P. Indy,0,0,0,0,0,0,0,0,0,A.P. Indy
190,Flower Alley,Distorted Humor,Forty Niner,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,1,0,0,0,0,0,Forty Niner
191,Fly So Free,Time for a Change,Damascus,Sword Dancer,Sunglow,Sun Again,Sun Teddy,Teddy,Ajax,Flying Fox,0,0,0,0,0,0,0,0,0,0,1,Other,0,0,0,0,0,0,0,0,0,Other
192,Flying Fox,Orme,+,+,+,+,+,+,+,+,0,0,0,0,0,0,0,0,0,0,1,Other,0,0,0,0,0,0,0,0,0,Other
193,Foolish Pleasure,What a Pleasure,Bold Ruler,Nasrullah,Nearco,Pharos,Phalaris,+,+,+,0,0,0,0,0,0,0,0,0,1,0,Bold Ruler,0,0,0,0,0,0,0,0,0,Bold Ruler
194,Forest Danger,Forestry,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,0,1,0,0,0,0,0,0,0,0,0,Storm Cat,0,0,0,0,0,0,0,0,0,Storm Cat
195,Forest Wildcat,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,0,1,0,0,0,0,0,0,0,0,0,Storm Cat,0,0,0,0,0,0,0,0,0,Storm Cat
196,Forestry,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,0,1,0,0,0,0,0,0,0,0,0,Storm Cat,0,0,0,0,0,0,0,0,0,Storm Cat
197,Forli,Aristophanes,+,+,+,+,+,+,+,+,0,0,0,0,0,0,0,0,0,0,1,Other,0,0,0,0,0,0,0,0,0,Other
198,Fort Wood,Sadler's Wells,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,+,0,0,0,0,1,0,0,0,0,0,0,Northern Dancer,0,0,0,0,0,1,0,0,0,Sadler's Wells
199,Fortino,Grey Sovereign,Nasrullah,Nearco,Pharos,Phalaris,+,+,+,+,0,0,0,0,0,0,0,0,0,0,1,Other,0,0,0,0,0,0,0,0,0,Other
200,Fortunate Prospect,Northern Prospect,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
201,Forty Niner,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,1,0,0,0,0,0,Forty Niner
202,Free for All,Questionnaire,+,+,+,+,+,+,+,+,0,0,0,0,0,0,0,0,0,0,1,Other,0,0,0,0,0,0,0,0,0,Other
203,French Deputy,Deputy Minister,Vice Regent,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,0,0,0,0,1,0,0,0,0,0,0,Northern Dancer,0,0,0,0,0,0,1,0,0,Deputy Minister
204,Freud,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,0,1,0,0,0,0,0,0,0,0,0,Storm Cat,0,0,0,0,0,0,0,0,0,Storm Cat
205,Friends Lake,A.P. Indy,Seattle Slew,Bold Reasoning,Boldnesian,Bold Ruler,Nasrullah,Nearco,Pharos,Phalaris,1,0,0,0,0,0,0,0,0,1,0,A.P. Indy,0,0,0,0,0,0,0,0,0,A.P. Indy
206,Frost Giant,Giant's Causeway,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,0,1,0,0,0,0,0,0,0,0,0,Storm Cat,0,0,0,0,0,0,0,0,0,Storm Cat
207,Fusaichi Pegasus,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
208,Galileo,Sadler's Wells,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,+,0,0,0,0,1,0,0,0,0,0,0,Northern Dancer,0,0,0,0,0,1,0,0,0,Sadler's Wells
209,Game Plan,Danzig,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,+,0,0,0,0,1,0,0,0,0,0,0,Northern Dancer,0,0,0,0,0,0,0,1,0,Danzig
210,General Meeting,Seattle Slew,Bold Reasoning,Boldnesian,Bold Ruler,Nasrullah,Nearco,Pharos,Phalaris,+,0,0,0,0,0,0,0,0,0,1,0,Bold Ruler,0,0,0,0,0,0,0,0,0,Bold Ruler
211,Ghostzapper,Awesome Again,Deputy Minister,Vice Regent,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,0,0,0,0,1,0,0,0,0,0,0,Northern Dancer,0,0,0,0,0,0,1,0,0,Deputy Minister
212,Giacomo,Holy Bull,Great Above,Minnesota Mac,Rough'N'Tumble,Free for All,Questionnaire,+,+,+,0,0,0,0,0,0,0,0,0,0,1,Other,0,0,0,0,0,0,0,0,0,Other
213,Giant's Causeway,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,0,1,0,0,0,0,0,0,0,0,0,Storm Cat,0,0,0,0,0,0,0,0,0,Storm Cat
214,Gilded Crusader,Crusader Sword,Damascus,Sword Dancer,Sunglow,Sun Again,Sun Teddy,Teddy,Ajax,Flying Fox,0,0,0,0,0,0,0,0,0,0,1,Other,0,0,0,0,0,0,0,0,0,Other
215,Gilded Time,Timeless Moment,Damascus,Sword Dancer,Sunglow,Sun Again,Sun Teddy,Teddy,Ajax,Flying Fox,0,0,0,0,0,0,0,0,0,0,1,Other,0,0,0,0,0,0,0,0,0,Other
216,Glitterman,Dewan,Bold Ruler,Nasrullah,Nearco,Pharos,Phalaris,+,+,+,0,0,0,0,0,0,0,0,0,1,0,Bold Ruler,0,0,0,0,0,0,0,0,0,Bold Ruler
217,Go for Gin,Cormorant,His Majesty,Ribot,Tenerani,Belliini,+,+,+,+,0,0,0,0,0,0,0,0,0,0,1,Other,0,0,0,0,0,0,0,0,0,Other
218,Gold Tribute,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
219,Golden Missile,A.P. Indy,Seattle Slew,Bold Reasoning,Boldnesian,Bold Ruler,Nasrullah,Nearco,Pharos,Phalaris,1,0,0,0,0,0,0,0,0,1,0,A.P. Indy,0,0,0,0,0,0,0,0,0,A.P. Indy
220,Gone West,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,1,0,0,0,0,0,0,0,Gone West
221,Gottcha Gold,Coronado's Quest,Forty Niner,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,1,0,0,0,0,0,Forty Niner
222,Graeme Hall,Dehere,Deputy Minister,Vice Regent,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,0,0,0,0,1,0,0,0,0,0,0,Northern Dancer,0,0,0,0,0,0,1,0,0,Deputy Minister
223,Grand Reward,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,0,1,0,0,0,0,0,0,0,0,0,Storm Cat,0,0,0,0,0,0,0,0,0,Storm Cat
224,Grand Slam,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
225,Graustark,Ribot,Tenerani,Belliini,+,+,+,+,+,+,0,0,0,0,0,0,0,0,0,0,1,Other,0,0,0,0,0,0,0,0,0,Other
226,Great Above,Minnesota Mac,Rough'N'Tumble,Free for All,Questionnaire,+,+,+,+,+,0,0,0,0,0,0,0,0,0,0,1,Other,0,0,0,0,0,0,0,0,0,Other
227,Great Notion,Elusive Quality,Gone West,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,1,0,0,0,0,0,0,0,Gone West
228,Greatness,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
229,Greeley's Galaxy,Mr. Greeley,Gone West,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,1,0,0,0,0,0,0,0,Gone West
230,Green Desert,Danzig,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,+,0,0,0,0,1,0,0,0,0,0,0,Northern Dancer,0,0,0,0,0,0,0,1,0,Danzig
231,Grey Sovereign,Nasrullah,Nearco,Pharos,Phalaris,+,+,+,+,+,0,0,0,0,0,0,0,0,0,0,1,Other,0,0,0,0,0,0,0,0,0,Other
232,Grindstone,Unbridled,Fappiano,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,0,0,1,0,0,0,0,0,0,0,0,Fappiano,1,0,0,0,0,0,0,0,0,Fappiano
233,Gulch,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
234,Haafd,Alhaarth,Unfuwain,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,0,0,0,0,1,0,0,0,0,0,0,Northern Dancer,0,0,0,0,0,0,0,0,1,Other ND
235,Hail to Reason,Turn-To,Royal Charger,Nearco,Pharos,Phalaris,+,+,+,+,0,0,0,0,0,1,0,0,0,0,0,Turn-To,0,0,0,0,0,0,0,0,0,Turn-To
236,Half Ours,Unbridled's Song,Unbridled,Fappiano,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,0,0,1,0,0,0,0,0,0,0,0,Fappiano,1,0,0,0,0,0,0,0,0,Fappiano
237,Halo,Hail to Reason,Turn-To,Royal Charger,Nearco,Pharos,Phalaris,+,+,+,0,0,0,0,0,1,0,0,0,0,0,Turn-To,0,0,0,0,0,0,0,0,0,Turn-To
238,Hansel,Woodman,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
239,Harbor The Gold,Seeking the Gold,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
240,Hard Spun,Danzig,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,+,0,0,0,0,1,0,0,0,0,0,0,Northern Dancer,0,0,0,0,0,0,0,1,0,Danzig
241,Harlan,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,0,1,0,0,0,0,0,0,0,0,0,Storm Cat,0,0,0,0,0,0,0,0,0,Storm Cat
242,Harlan's Holiday,Harlan,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,0,1,0,0,0,0,0,0,0,0,0,Storm Cat,0,0,0,0,0,0,0,0,0,Storm Cat
243,Harlington,Unbridled,Fappiano,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,0,0,1,0,0,0,0,0,0,0,0,Fappiano,1,0,0,0,0,0,0,0,0,Fappiano
244,Hat Trick,Sunday Silence,Halo,Hail to Reason,Turn-To,Royal Charger,Nearco,Pharos,Phalaris,+,0,0,0,0,0,1,0,0,0,0,0,Turn-To,0,0,0,0,0,0,0,0,0,Turn-To
245,Hawk Wing,Woodman,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
246,Hear No Evil,Carson City,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
247,Heatseeker,Giant's Causeway,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,0,1,0,0,0,0,0,0,0,0,0,Storm Cat,0,0,0,0,0,0,0,0,0,Storm Cat
248,Hennessy,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,+,0,1,0,0,0,0,0,0,0,0,0,Storm Cat,0,0,0,0,0,0,0,0,0,Storm Cat
249,Henny Hughes,Hennessy,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,+,0,1,0,0,0,0,0,0,0,0,0,Storm Cat,0,0,0,0,0,0,0,0,0,Storm Cat
250,Henrythenavigator,Kingmambo,Mr. Prospector,Raise a Native,Native Dancer,Polynesian,Unbreakable,Sickle,Phalaris,+,0,0,0,1,0,0,0,0,0,0,0,Mr. Prospector,0,0,0,0,1,0,0,0,0,Other Mr P
251,Hesabull,Dispersal,Sunny's Halo,Halo,Hail to Reason,Turn-To,Royal Charger,Nearco,Pharos,Phalaris,0,0,0,0,0,1,0,0,0,0,0,Turn-To,0,0,0,0,0,0,0,0,0,Turn-To
